Salaries
65329.0
58440.0
1867.0
3948.0
3948.0
3948.0
3948.0
3948.0
3948.0
3948.0
3948.0
3948.0
3948.0
3948.0
3948.0
3948.0
59341.0
70415.0
65329.0
53396.0
65329.0
65329.0
65329.0
74198.0
64259.0
40193.0
60374.0
65329.0
64259.0
64259.0
84935.0
70415.0
12.56
65725.0
60374.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
65329.0
2351.0
65329.0
65725.0
60533.0
16.78
65329.0
65329.0
70045.0
3948.0
68275.0
65329.0
3533.0
59853.0
65329.0
65329.0
52138.0
65329.0
52138.0
64259.0
48006.0
40193.0
16.78
52138.0
70415.0
65329.0
65329.0
70415.0
3948.0
65329.0
64259.0
65329.0
65329.0
65329.0
65329.0
52138.0
65329.0
65329.0
65329.0
65329.0
65329.0
70415.0
65329.0
70415.0
52138.0
53396.0
65329.0
64259.0
60374.0
52106.0
65329.0
64849.0
65329.0
65329.0
64259.0
65329.0
52106.0
70415.0
52138.0
63406.0
64259.0
50927.0
60374.0
64849.0
52138.0
47148.0
65329.0
60374.0
60374.0
79844.0
65329.0
60374.0
60374.0
60374.0
65329.0
65329.0
52138.0
60374.0
5342.0
50927.0
65329.0
60374.0
79844.0
50927.0
52138.0
65329.0
13.72
52138.0
60374.0
73774.0
60374.0
65329.0
64259.0
20705.0
65329.0
60374.0
