Salaries
64607.0
65846.0
61154.0
58365.0
85280.0
63319.0
58210.0
47362.0
61154.0
52522.0
59688.0
26.46
56027.0
64456.0
83960.0
17.09
750.0
65846.0
52522.0
52522.0
77596.0
52522.0
12.69
65341.0
37813.0
65846.0
85280.0
52522.0
37813.0
58210.0
73206.0
65846.0
55086.0
37813.0
52522.0
61154.0
54230.0
37813.0
68031.0
61154.0
65846.0
62814.0
26.46
37813.0
73206.0
68031.0
85280.0
68031.0
57302.0
85280.0
73206.0
37813.0
64456.0
65846.0
51806.0
53671.0
56630.0
126776.0
37813.0
68031.0
57302.0
62814.0
52522.0
50580.0
68031.0
73206.0
61154.0
61154.0
37813.0
17.09
49167.0
65846.0
63319.0
73206.0
68031.0
62814.0
37813.0
64456.0
73206.0
86004.0
52522.0
64791.0
65846.0
56027.0
56027.0
56027.0
37813.0
37813.0
52522.0
68031.0
85280.0
2666.0
77596.0
86004.0
52522.0
68031.0
51445.0
65846.0
68031.0
55086.0
52522.0
65846.0
83960.0
52522.0
52522.0
62457.0
62457.0
63784.0
37813.0
55408.0
68536.0
68031.0
2315.0
17.09
55086.0
37813.0
37813.0
73206.0
52522.0
60636.0
