Salaries
80494.0
61797.0
61797.0
15.74
83954.0
83954.0
66312.0
61797.0
72351.0
61797.0
83954.0
72351.0
64586.0
83954.0
57147.0
59956.0
83954.0
80494.0
64294.0
78205.0
83954.0
156.0
83954.0
61797.0
55296.0
56634.0
56634.0
83954.0
67652.0
46404.0
62806.0
46404.0
57147.0
72351.0
46404.0
80494.0
42157.0
66312.0
40789.0
83954.0
12.41
56634.0
50426.0
59956.0
1800.0
83954.0
12.78
15.74
83954.0
59956.0
66742.0
59956.0
61797.0
66312.0
61797.0
34872.0
75213.0
63220.0
57147.0
70285.0
11.05
66312.0
59956.0
53297.0
66312.0
66312.0
56249.0
66312.0
57147.0
56634.0
61419.0
67652.0
156.0
