Salaries
60636.0
62814.0
68031.0
68031.0
2315.0
68031.0
63319.0
77596.0
47362.0
58210.0
61154.0
85280.0
85280.0
58365.0
68182.0
59688.0
26.46
52522.0
65846.0
63784.0
65846.0
65846.0
2666.0
65846.0
73017.0
65846.0
65846.0
65846.0
52522.0
52522.0
65846.0
68031.0
65846.0
65846.0
65846.0
65846.0
68031.0
85280.0
65846.0
55408.0
52522.0
52522.0
62457.0
65846.0
52522.0
52522.0
65846.0
65846.0
63321.0
65846.0
65846.0
52522.0
65846.0
12.88
65846.0
65846.0
68536.0
52522.0
65846.0
52522.0
52522.0
12.48
65846.0
65846.0
65846.0
2550.0
73206.0
65846.0
52522.0
52522.0
83960.0
52522.0
86004.0
65846.0
73206.0
51445.0
52522.0
65846.0
17.09
37813.0
65846.0
65846.0
65846.0
52522.0
68031.0
52522.0
57302.0
26.46
73017.0
65846.0
37813.0
52522.0
17.09
17.09
68031.0
73206.0
68031.0
68031.0
65846.0
64791.0
65846.0
2315.0
65846.0
54230.0
68031.0
62814.0
65846.0
68031.0
64456.0
64456.0
85280.0
83960.0
65846.0
52522.0
73206.0
73206.0
61154.0
85280.0
65846.0
73206.0
77596.0
52522.0
65846.0
65341.0
61154.0
65846.0
49167.0
77596.0
55086.0
65846.0
85280.0
