Salaries
58467
59193
59193
58467
58467
58467
59193
46975
73863
78473
58467
59193
46975
59560
63283
73863
73863
73863
39266
82720
59193
59193
50187
59193
59193
59193
58467
59193
62437
69370
59193
58467
59193
78914
58467
59193
59193
59193
58467
57794
73863
46975
58467
59193
58467
59193
49562
58467
46975
49562
59193
57794
46975
59193
59193
59193
46975
49562
59193
73863
46975
57794
58467
64722
59193
57794
46975
59193
46975
59193
46975
59193
61556
63521
59560
73582
73843
64760
59193
64760
62997
64760
58467
59560
50187
59560
59560
59193
59193
59193
47174
73863
63521
73843
73582
59315
57794
73863
72079
58467
73863
59193
57794
82898
57794
49328
57794
62997
