Salaries
82462.0
67022.0
2145.0
64580.0
67022.0
52822.0
67022.0
63875.0
59209.0
66285.0
84517.0
54188.0
17.05
54188.0
54188.0
65212.0
59769.0
67980.0
200.0
67022.0
67022.0
65212.0
65348.0
70030.0
68582.0
12.98
54188.0
64238.0
64238.0
67022.0
67022.0
67022.0
55584.0
67022.0
