,State ID,States,Programming Languages,Languages,Education,Visualizations,Packages and Libraries,Tools
0,14,Saxony-Anhalt,Python,English,NaN,NaN,NaN,Excel
1,14,Saxony-Anhalt,SQL,English,,,,
2,14,Saxony-Anhalt,SQL,English,,,,
3,14,Saxony-Anhalt,Java,German,,,,
4,14,Saxony-Anhalt,JavaScript,,,,,
5,14,Saxony-Anhalt,R,,,,,
