,State ID,States,Programming Languages,Languages,Education,Visualizations,Packages and Libraries,Tools
0,5,Bremen,Python,English,Bachelor,Tableau,NaN,NaN
1,5,Bremen,SQL,English,,Power BI,,
2,5,Bremen,R,German,,,,
