State ID,States,Programming Languages,Languages,Education,Visualizations,Packages and Libraries,Tools
9,Mecklenburg-Vorpommern,Python,English,Bachelor,Tableau,,Google Analytics
9,Mecklenburg-Vorpommern,Python,English,Bachelor,Tableau,,Google Analytics
9,Mecklenburg-Vorpommern,Python,English,Bachelor,Tableau,,Excel
9,Mecklenburg-Vorpommern,Python,English,Bachelor,Tableau,,Excel
9,Mecklenburg-Vorpommern,Python,English,Bachelor,Tableau,,Excel
9,Mecklenburg-Vorpommern,Python,English,Bachelor,Tableau,,Excel
9,Mecklenburg-Vorpommern,Python,English,Bachelor,QLIK,,Excel
9,Mecklenburg-Vorpommern,Python,English,Bachelor,QLIK,,Excel
9,Mecklenburg-Vorpommern,Python,English,Bachelor,QLIK,,Excel
9,Mecklenburg-Vorpommern,Python,English,Bachelor,Looker,,Excel
9,Mecklenburg-Vorpommern,Python,English,Bachelor,Looker,,Excel
9,Mecklenburg-Vorpommern,Python,English,,Power BI,,Excel
9,Mecklenburg-Vorpommern,Python,English,,Power BI,,Excel
9,Mecklenburg-Vorpommern,Python,English,,Power BI,,Excel
9,Mecklenburg-Vorpommern,Python,English,,Power BI,,Excel
9,Mecklenburg-Vorpommern,Python,English,,Power BI,,Excel
9,Mecklenburg-Vorpommern,Python,English,,Power BI,,Excel
9,Mecklenburg-Vorpommern,Python,English,,Power BI,,
9,Mecklenburg-Vorpommern,SQL,English,,Power BI,,
9,Mecklenburg-Vorpommern,SQL,English,,Power BI,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,English,,,,
9,Mecklenburg-Vorpommern,SQL,German,,,,
9,Mecklenburg-Vorpommern,SQL,German,,,,
9,Mecklenburg-Vorpommern,SQL,German,,,,
9,Mecklenburg-Vorpommern,SQL,German,,,,
9,Mecklenburg-Vorpommern,SQL,German,,,,
9,Mecklenburg-Vorpommern,Java,German,,,,
9,Mecklenburg-Vorpommern,Java,German,,,,
9,Mecklenburg-Vorpommern,Java,German,,,,
9,Mecklenburg-Vorpommern,Java,German,,,,
9,Mecklenburg-Vorpommern,Java,German,,,,
9,Mecklenburg-Vorpommern,Scala,German,,,,
9,Mecklenburg-Vorpommern,Scala,German,,,,
9,Mecklenburg-Vorpommern,Matlab,German,,,,
9,Mecklenburg-Vorpommern,SAS,German,,,,
9,Mecklenburg-Vorpommern,SAS,German,,,,
9,Mecklenburg-Vorpommern,Perl,German,,,,
9,Mecklenburg-Vorpommern,Perl,German,,,,
9,Mecklenburg-Vorpommern,VBA,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,R,German,,,,
9,Mecklenburg-Vorpommern,,German,,,,
9,Mecklenburg-Vorpommern,,German,,,,
9,Mecklenburg-Vorpommern,,German,,,,
9,Mecklenburg-Vorpommern,,German,,,,
9,Mecklenburg-Vorpommern,,German,,,,
9,Mecklenburg-Vorpommern,,German,,,,
9,Mecklenburg-Vorpommern,,French,,,,
9,Mecklenburg-Vorpommern,,French,,,,
